70000,2127 bancroft pl nw,Washington,DC,
70001,2129 bancroft pl nw,Washington,DC,
70002,2131 bancroft pl nw,Washington,DC,
70003,2134 leroy pl nw,Washington,DC,
70004,2132 leroy pl nw,Washington,DC,
70005,2124 leroy pl nw,Washington,DC,
70006,2120 leroy pl nw,Washington,DC,
70007,2114 leroy pl nw,Washington,DC,
70008,1836 connecticut ave nw,Washington,DC,
70009,2130 leroy pl nw,Washington,DC,
70010,2126 leroy pl nw,Washington,DC,
70011,2117 bancroft pl nw,Washington,DC,
70012,1823 phelps pl nw,Washington,DC,
70013,2113 bancroft pl nw,Washington,DC,
70014,2115 bancroft pl nw,Washington,DC,
70015,2119 bancroft pl nw,Washington,DC,
70016,2121 bancroft pl nw,Washington,DC,
70017,2119 s st nw,Washington,DC,
70018,2129 s st nw,Washington,DC,
70019,2126 bancroft pl nw,Washington,DC,
70020,2124 bancroft pl nw,Washington,DC,
70021,2122 bancroft pl nw,Washington,DC,
70022,2120 bancroft pl nw,Washington,DC,
70023,2118 bancroft pl nw,Washington,DC,
70024,2114 bancroft pl nw,Washington,DC,
70025,1800 connecticut ave nw,Washington,DC,
70026,1805 phelps pl nw,Washington,DC,
70027,1807 phelps pl nw,Washington,DC,
70028,1809 phelps pl nw,Washington,DC,
70029,2111 s st nw,Washington,DC,
70030,2113 s st nw,Washington,DC,
70031,2031 - 2033 florida av nw,Washington,DC,
70032,2138 bancroft pl nw,Washington,DC,
70033,2136 bancroft pl nw,Washington,DC,
70034,2128 bancroft pl nw,Washington,DC,
70035,2130 bancroft pl nw,Washington,DC,
70036,bancroft pl nw,Washington,DC,
70037,1801 phelps pl nw,Washington,DC,
70038,1803 phelps pl nw,Washington,DC,
70039,2121 s st nw,Washington,DC,
70040,2127 s st nw,Washington,DC,
70041,2115 - 2117 s st1/2 nw,Washington,DC,
70042,2115 - 2117 s st nw,Washington,DC,
70043,2115 s st nw  unit: 1a,Washington,DC,
70044,2115 s st nw  unit: 1b,Washington,DC,
70045,2115 s st nw  unit: 2a,Washington,DC,
70046,2115 s st nw  unit: 2b,Washington,DC,
70047,2115 s st nw  unit: 3a,Washington,DC,
70048,2115 s st nw  unit: 3c,Washington,DC,
70049,2115 s st nw  unit: 3d,Washington,DC,
70050,2107 s st nw unit: a,Washington,DC,
70051,2103 s st nw  unit: b,Washington,DC,
70052,2107 s st nw unit: c,Washington,DC,
70053,2109 s st nw d,Washington,DC,
70054,2105 s st nw unit: e,Washington,DC,
70055,2109 s st nw unit: g,Washington,DC,
70056,2107 s st nw  unit: h,Washington,DC,
70057,2107 s st nw  unit: j,Washington,DC,
70058,2107 s st nw  unit: l,Washington,DC,
70059,2107 s st nw  unit: m,Washington,DC,
70060,2107 s st nw  unit: n,Washington,DC,
70061,2125 s st nw  unit: 1,Washington,DC,
70062,2125 s st nw  unit: 2,Washington,DC,
70063,2125 s st nw  unit: 3,Washington,DC,
70064,2125 s st nw  unit: 4,Washington,DC,
70065,2125 s st nw  unit: 5,Washington,DC,
70066,2125 s st nw  unit: 6,Washington,DC,
70067,2125 s st nw  unit: ph1,Washington,DC,
70068,2125 s st nw  unit: ph2,Washington,DC,
70069,2112 19th st nw,Washington,DC,
70070,2110 19th st nw,Washington,DC,
70071,1900 wyoming ave nw,Washington,DC,
70072,connecticut av,Washington,DC,
70073,1954 columbia rd nw  unit: 101,Washington,DC,
70074,1954 columbia rd nw  unit: 103,Washington,DC,
70075,1954 columbia rd nw  unit: 104,Washington,DC,
70076,1954 columbia rd nw  unit: 105,Washington,DC,
70077,1954 columbia rd nw  unit: 106,Washington,DC,
70078,1954 columbia rd nw  unit: 108,Washington,DC,
70079,1954 columbia rd nw  unit: 109,Washington,DC,
70080,1954 columbia rd nw  unit: 110,Washington,DC,
70081,1954 columbia rd nw  unit: 111,Washington,DC,
70082,1954 columbia rd nw  unit: 201,Washington,DC,
70083,1954 columbia rd nw  unit: 202,Washington,DC,
70084,1954 columbia rd nw  unit: 204,Washington,DC,
70085,1954 columbia rd nw  unit: 205,Washington,DC,
70086,1954 columbia rd nw  unit: 206,Washington,DC,
70087,1954 columbia rd nw  unit: 207,Washington,DC,
70088,1954 columbia rd nw  unit: 211,Washington,DC,
70089,1954 columbia rd nw  unit: 212,Washington,DC,
70090,1954 columbia rd nw  unit: 301,Washington,DC,
70091,1954 columbia rd nw  unit: 302,Washington,DC,
70092,1954 columbia rd nw  unit: 303,Washington,DC,
70093,1954 columbia rd nw  unit: 304,Washington,DC,
70094,1954 columbia rd nw  unit: 305,Washington,DC,
70095,1954 columbia rd nw  unit: 306,Washington,DC,
70096,1954 columbia rd nw  unit: 307,Washington,DC,
70097,1954 columbia rd nw  unit: 308,Washington,DC,
70098,1954 columbia rd nw  unit: 310,Washington,DC,
70099,1954 columbia rd nw  unit: 312,Washington,DC,
70100,1954 columbia rd nw  unit: 401,Washington,DC,
70101,1954 columbia rd nw  unit: 402,Washington,DC,
70102,1954 columbia rd nw  unit: 405,Washington,DC,
70103,1954 columbia rd nw  unit: 407,Washington,DC,
70104,1954 columbia rd nw  unit: 408,Washington,DC,
70105,1954 columbia rd nw  unit: 410,Washington,DC,
70106,1954 columbia rd nw  unit: 411,Washington,DC,
70107,1954 columbia rd nw  unit: 412,Washington,DC,
70108,1954 columbia rd nw  unit: 501,Washington,DC,
70109,1954 columbia rd nw  unit: 502,Washington,DC,
70110,1954 columbia rd nw  unit: 503,Washington,DC,
70111,1954 columbia rd nw  unit: 504,Washington,DC,
70112,1954 columbia rd nw  unit: 506,Washington,DC,
70113,1954 columbia rd nw  unit: 508,Washington,DC,
70114,1954 columbia rd nw  unit: 509,Washington,DC,
70115,1954 columbia rd nw  unit: 511,Washington,DC,
70116,1954 columbia rd nw  unit: 512,Washington,DC,
70117,1954 columbia rd nw  unit: 601,Washington,DC,
70118,1954 columbia rd nw  unit: 602,Washington,DC,
70119,1954 columbia rd nw  unit: 603,Washington,DC,
70120,1954 columbia rd nw  unit: 604,Washington,DC,
70121,1954 columbia rd nw  unit: 605,Washington,DC,
70122,1954 columbia rd nw  unit: 606,Washington,DC,
70123,1954 columbia rd nw  unit: 607,Washington,DC,
70124,1954 columbia rd nw  unit: 608,Washington,DC,
70125,1954 columbia rd nw  unit: 610,Washington,DC,
70126,1954 columbia rd nw  unit: 702,Washington,DC,
70127,1954 columbia rd nw  unit: 704,Washington,DC,
70128,1954 columbia rd nw  unit: 705,Washington,DC,
70129,1954 columbia rd nw  unit: 706,Washington,DC,
70130,1954 columbia rd nw  unit: 707,Washington,DC,
70131,1954 columbia rd nw  unit: 710,Washington,DC,
70132,1954 columbia rd nw  unit: 712,Washington,DC,
70133,1954 columbia rd nw  unit: 802,Washington,DC,
70134,1954 columbia rd nw  unit: 803,Washington,DC,
70135,1954 columbia rd nw  unit: 804,Washington,DC,
70136,1954 columbia rd nw  unit: 805,Washington,DC,
70137,1954 columbia rd nw  unit: 806,Washington,DC,
70138,1954 columbia rd nw  unit: 807,Washington,DC,
70139,1954 columbia rd nw  unit: 808,Washington,DC,
70140,1954 columbia rd nw  unit: 810,Washington,DC,
70141,1954 columbia rd nw  unit: 811,Washington,DC,
70142,1954 columbia rd nw unit: p1,Washington,DC,
70143,1954 columbia rd nw unit: p2,Washington,DC,
70144,1954 columbia rd nw unit: p3,Washington,DC,
