"90638","237 elm st nw, Washington, DC, ","Match","Exact","237 ELM ST NW, WASHINGTON, DC, 20001","-77.015114,38.91759","76224599","R"
"90639","239 elm st nw, Washington, DC, ","Match","Exact","239 ELM ST NW, WASHINGTON, DC, 20001","-77.01514,38.91759","76224599","R"
"90634","2022 2nd st nw  unit: 13, Washington, DC, ","Match","Exact","2022 2ND ST NW, WASHINGTON, DC, 20001","-77.014656,38.918255","76236720","L"
"90635","2022 2nd st nw  unit: 21, Washington, DC, ","Match","Exact","2022 2ND ST NW, WASHINGTON, DC, 20001","-77.014656,38.918255","76236720","L"
"90636","2022 2nd st nw  unit: 22, Washington, DC, ","Match","Exact","2022 2ND ST NW, WASHINGTON, DC, 20001","-77.014656,38.918255","76236720","L"
"90637","2022 2nd st nw  unit: 23, Washington, DC, ","Match","Exact","2022 2ND ST NW, WASHINGTON, DC, 20001","-77.014656,38.918255","76236720","L"
"90642","313 elm st nw, Washington, DC, ","Match","Exact","313 ELM ST NW, WASHINGTON, DC, 20001","-77.01625,38.917484","76224443","R"
"90641","0231 elm st nw, Washington, DC, ","Match","Exact","231 ELM ST NW, WASHINGTON, DC, 20001","-77.01504,38.9176","76224599","R"
"90644","317 elm st nw, Washington, DC, ","Match","Exact","317 ELM ST NW, WASHINGTON, DC, 20001","-77.016304,38.917477","76224443","R"
"90643","315 elm st nw, Washington, DC, ","Match","Exact","315 ELM ST NW, WASHINGTON, DC, 20001","-77.01628,38.91748","76224443","R"
"90640","0229 elm st nw, Washington, DC, ","Match","Exact","229 ELM ST NW, WASHINGTON, DC, 20001","-77.015015,38.917603","76224599","R"
"90629","2010 2nd st nw, Washington, DC, ","Match","Exact","2010 2ND ST NW, WASHINGTON, DC, 20001","-77.01465,38.918198","76236720","L"
"90627","345 oakdale pl nw  unit: 303, Washington, DC, ","Match","Exact","345 OAKDALE PL NW, WASHINGTON, DC, 20001","-77.01732,38.917892","76235299","R"
"90628","2012 2nd st nw, Washington, DC, ","Match","Exact","2012 2ND ST NW, WASHINGTON, DC, 20001","-77.01465,38.91821","76236720","L"
"90625","345 oakdale pl nw  unit: 301, Washington, DC, ","Match","Exact","345 OAKDALE PL NW, WASHINGTON, DC, 20001","-77.01732,38.917892","76235299","R"
"90626","345 oakdale pl nw  unit: 302, Washington, DC, ","Match","Exact","345 OAKDALE PL NW, WASHINGTON, DC, 20001","-77.01732,38.917892","76235299","R"
"90623","345 oakdale pl nw  unit: 202, Washington, DC, ","Match","Exact","345 OAKDALE PL NW, WASHINGTON, DC, 20001","-77.01732,38.917892","76235299","R"
"90624","345 oakdale pl nw  unit: 203, Washington, DC, ","Match","Exact","345 OAKDALE PL NW, WASHINGTON, DC, 20001","-77.01732,38.917892","76235299","R"
"90633","2022 2nd st nw  unit: 12, Washington, DC, ","Match","Exact","2022 2ND ST NW, WASHINGTON, DC, 20001","-77.014656,38.918255","76236720","L"
"90632","2022 2nd st nw  unit: 11, Washington, DC, ","Match","Exact","2022 2ND ST NW, WASHINGTON, DC, 20001","-77.014656,38.918255","76236720","L"
"90631","2022 2nd st nw  unit: 2, Washington, DC, ","Match","Exact","2022 2ND ST NW, WASHINGTON, DC, 20001","-77.014656,38.918255","76236720","L"
"90630","2022 2nd st nw  unit: 1, Washington, DC, ","Match","Exact","2022 2ND ST NW, WASHINGTON, DC, 20001","-77.014656,38.918255","76236720","L"
"90656","2011 4th st nw, Washington, DC, ","Match","Exact","2011 4TH ST NW, WASHINGTON, DC, 20001","-77.01759,38.91763","76224440","R"
"90657","2013 4th st nw, Washington, DC, ","Match","Exact","2013 4TH ST NW, WASHINGTON, DC, 20001","-77.0176,38.917675","76224440","R"
"90658","2015 4th st nw, Washington, DC, ","Match","Exact","2015 4TH ST NW, WASHINGTON, DC, 20001","-77.01761,38.91772","76224440","R"
"96009","4905 5th st nw, Washington, DC, ","Match","Exact","4905 5TH ST NW, WASHINGTON, DC, 20011","-77.01958,38.950005","76223592","R"
"90659","2017 4th st nw, Washington, DC, ","Match","Exact","2017 4TH ST NW, WASHINGTON, DC, 20001","-77.01762,38.91777","76224440","R"
"96008","4901 5th st nw, Washington, DC, ","Match","Exact","4901 5TH ST NW, WASHINGTON, DC, 20011","-77.01958,38.94999","76223592","R"
"96007","437 emerson st nw, Washington, DC, ","Match","Exact","437 EMERSON ST NW, WASHINGTON, DC, 20011","-77.01831,38.949993","76223598","R"
"96006","435 emerson st nw, Washington, DC, ","Match","Exact","435 EMERSON ST NW, WASHINGTON, DC, 20011","-77.01828,38.949997","76223598","R"
"96005","433 emerson st nw, Washington, DC, ","Match","Exact","433 EMERSON ST NW, WASHINGTON, DC, 20011","-77.01824,38.949997","76223598","R"
"96004","431 emerson st nw, Washington, DC, ","Match","Exact","431 EMERSON ST NW, WASHINGTON, DC, 20011","-77.0182,38.949997","76223598","R"
"96003","429 emerson st nw, Washington, DC, ","Match","Exact","429 EMERSON ST NW, WASHINGTON, DC, 20011","-77.01817,38.949997","76223598","R"
"96002","427 emerson st nw, Washington, DC, ","Match","Exact","427 EMERSON ST NW, WASHINGTON, DC, 20011","-77.018135,38.95","76223598","R"
"96001","423 emerson st nw, Washington, DC, ","Match","Exact","423 EMERSON ST NW, WASHINGTON, DC, 20011","-77.01807,38.95","76223598","R"
"96000","419 emerson st nw, Washington, DC, ","Match","Exact","419 EMERSON ST NW, WASHINGTON, DC, 20011","-77.01799,38.950005","76223598","R"
"90660","342 oakdale pl nw, Washington, DC, ","Match","Exact","342 OAKDALE PL NW, WASHINGTON, DC, 20001","-77.01725,38.917885","76235299","L"
