"102233","239 oglethorpe st ne, Washington, DC, ","Match","Exact","239 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.00355,38.96126","76240087","R"
"102232","233 oglethorpe st ne, Washington, DC, ","Match","Exact","233 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.00361,38.96126","76240087","R"
"102231","231 oglethorpe st ne, Washington, DC, ","Match","Exact","231 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.003624,38.96126","76240087","R"
"102230","229 oglethorpe st ne, Washington, DC, ","Match","Exact","229 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.00365,38.96126","76240087","R"
"107665","1403 orren st ne, Washington, DC, ","Match","Exact","1403 ORREN ST NE, WASHINGTON, DC, 20002","-76.9847,38.90405","76230218","R"
"107664","1250 owen pl ne, Washington, DC, ","Match","Exact","1250 OWEN PL NE, WASHINGTON, DC, 20002","-76.98649,38.905415","76230112","L"
"107667","1407 orren st ne, Washington, DC, ","Match","Exact","1407 ORREN ST NE, WASHINGTON, DC, 20002","-76.98469,38.904076","76230218","R"
"107666","1405 orren st ne, Washington, DC, ","Match","Exact","1405 ORREN ST NE, WASHINGTON, DC, 20002","-76.984695,38.90406","76230218","R"
"107661","1231 penn st ne, Washington, DC, ","Match","Exact","1231 PENN ST NE, WASHINGTON, DC, 20002","-76.98669,38.90613","76230110","R"
"107660","1247 penn st ne, Washington, DC, ","Match","Exact","1247 PENN ST NE, WASHINGTON, DC, 20002","-76.986336,38.90598","76230110","R"
"107663","1239 penn st ne, Washington, DC, ","Match","Exact","1239 PENN ST NE, WASHINGTON, DC, 20002","-76.98651,38.906055","76230110","R"
"107662","1235 penn st ne, Washington, DC, ","Match","Exact","1235 PENN ST NE, WASHINGTON, DC, 20002","-76.9866,38.906094","76230110","R"
"109341","4343 16th st ne, Washington, DC, ","Match","Exact","4343 16TH ST NE, WASHINGTON, DC, 20017","-76.983635,38.9431","76228391","R"
"109342","4347 16th st ne, Washington, DC, ","Match","Exact","4347 16TH ST NE, WASHINGTON, DC, 20017","-76.983635,38.94312","76228391","R"
"109340","1604 michigan ave ne, Washington, DC, ","Match","Exact","1604 MICHIGAN AVE NE, WASHINGTON, DC, 20017","-76.98305,38.94256","76228394","L"
"107657","1213 penn st ne, Washington, DC, ","Match","Exact","1213 PENN ST NE, WASHINGTON, DC, 20002","-76.98708,38.9063","76230110","R"
"100748","1811 3rd st ne  unit: 1, Washington, DC, ","Match","Exact","1811 3RD ST NE, WASHINGTON, DC, 20002","-77.00203,38.914764","76228627","R"
"107658","1215 penn st ne, Washington, DC, ","Match","Exact","1215 PENN ST NE, WASHINGTON, DC, 20002","-76.987045,38.90628","76230110","R"
"100749","1811 3rd st ne  unit: 2, Washington, DC, ","Match","Exact","1811 3RD ST NE, WASHINGTON, DC, 20002","-77.00203,38.914764","76228627","R"
"107659","1243 penn st ne, Washington, DC, ","Match","Exact","1243 PENN ST NE, WASHINGTON, DC, 20002","-76.98643,38.906017","76230110","R"
"100746","301 seaton pl ne  unit: 3, Washington, DC, ","Match","Exact","301 SEATON PL NE, WASHINGTON, DC, 20002","-77.001915,38.914818","76228649","R"
"100747","301 seaton pl ne  unit: 4, Washington, DC, ","Match","Exact","301 SEATON PL NE, WASHINGTON, DC, 20002","-77.001915,38.914818","76228649","R"
"100744","301 seaton pl ne  unit: 1, Washington, DC, ","Match","Exact","301 SEATON PL NE, WASHINGTON, DC, 20002","-77.001915,38.914818","76228649","R"
"109349","1659 varnum pl ne, Washington, DC, ","Match","Exact","1659 VARNUM PL NE, WASHINGTON, DC, 20017","-76.981674,38.943405","76228404","R"
"102225","209 oglethorpe st ne, Washington, DC, ","Match","Exact","209 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.003845,38.96126","76240087","R"
"100745","301 seaton pl ne  unit: 2, Washington, DC, ","Match","Exact","301 SEATON PL NE, WASHINGTON, DC, 20002","-77.001915,38.914818","76228649","R"
"102226","219 oglethorpe st ne, Washington, DC, ","Match","Exact","219 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.003746,38.96126","76240087","R"
"100742","303 seaton pl ne  unit: 3, Washington, DC, ","Match","Exact","303 SEATON PL NE, WASHINGTON, DC, 20002","-77.00189,38.914818","76228649","R"
"102223","220 nicholson st ne, Washington, DC, ","Match","Exact","220 NICHOLSON ST NE, WASHINGTON, DC, 20011","-77.00425,38.960423","76227987","L"
"109347","1631 varnum pl ne, Washington, DC, ","Match","Exact","1631 VARNUM PL NE, WASHINGTON, DC, 20017","-76.9825,38.943405","76228404","R"
"100743","303 seaton pl ne  unit: 4, Washington, DC, ","Match","Exact","303 SEATON PL NE, WASHINGTON, DC, 20002","-77.00189,38.914818","76228649","R"
"102224","216 nicholson st ne, Washington, DC, ","Match","Exact","216 NICHOLSON ST NE, WASHINGTON, DC, 20011","-77.00431,38.960407","76227987","L"
"109348","1635 varnum pl ne, Washington, DC, ","Match","Exact","1635 VARNUM PL NE, WASHINGTON, DC, 20017","-76.982376,38.943405","76228404","R"
"100740","303 seaton pl ne  unit: 1, Washington, DC, ","Match","Exact","303 SEATON PL NE, WASHINGTON, DC, 20002","-77.00189,38.914818","76228649","R"
"102229","227 oglethorpe st ne, Washington, DC, ","Match","Exact","227 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.00366,38.96126","76240087","R"
"109345","1615 varnum pl ne, Washington, DC, ","Match","Exact","1615 VARNUM PL NE, WASHINGTON, DC, 20017","-76.98296,38.94341","76228404","R"
"100741","303 seaton pl ne  unit: 2, Washington, DC, ","Match","Exact","303 SEATON PL NE, WASHINGTON, DC, 20002","-77.00189,38.914818","76228649","R"
"109346","1623 varnum pl ne, Washington, DC, ","Match","Exact","1623 VARNUM PL NE, WASHINGTON, DC, 20017","-76.98273,38.943405","76228404","R"
"102227","223 oglethorpe st ne, Washington, DC, ","Match","Exact","223 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.00371,38.96126","76240087","R"
"109343","4351 16th st ne, Washington, DC, ","Match","Exact","4351 16TH ST NE, WASHINGTON, DC, 20017","-76.983635,38.94314","76228391","R"
"102228","225 oglethorpe st ne, Washington, DC, ","Match","Exact","225 OGLETHORPE ST NE, WASHINGTON, DC, 20011","-77.003685,38.96126","76240087","R"
"109344","1611 varnum pl ne, Washington, DC, ","Match","Exact","1611 VARNUM PL NE, WASHINGTON, DC, 20017","-76.98308,38.94341","76228404","R"
"102220","230 nicholson st ne, Washington, DC, ","Match","Exact","230 NICHOLSON ST NE, WASHINGTON, DC, 20011","-77.00408,38.960464","76227987","L"
"109329","1720 michigan ave ne, Washington, DC, ","Match","Exact","1720 MICHIGAN AVE NE, WASHINGTON, DC, 20017","-76.98009,38.943623","76228388","L"
"102222","224 nicholson st ne, Washington, DC, ","Match","Exact","224 NICHOLSON ST NE, WASHINGTON, DC, 20011","-77.00418,38.96044","76227987","L"
"102221","228 nicholson st ne, Washington, DC, ","Match","Exact","228 NICHOLSON ST NE, WASHINGTON, DC, 20011","-77.00412,38.960457","76227987","L"
"107656","1211 penn st ne, Washington, DC, ","Match","Exact","1211 PENN ST NE, WASHINGTON, DC, 20002","-76.98713,38.90632","76230110","R"
"107655","1252 owen pl ne, Washington, DC, ","Match","Exact","1252 OWEN PL NE, WASHINGTON, DC, 20002","-76.98644,38.905396","76230112","L"
