"34229","721 g st ne, Washington, DC, ","Match","Exact","721 G ST NE, WASHINGTON, DC, 20002","-76.995865,38.898903","76229942","R"
"34227","715 g st ne, Washington, DC, ","Match","Exact","715 G ST NE, WASHINGTON, DC, 20002","-76.995926,38.898903","76229942","R"
"34228","719 g st ne, Washington, DC, ","Match","Exact","719 G ST NE, WASHINGTON, DC, 20002","-76.99589,38.898903","76229942","R"
"34225","620 8th st ne, Washington, DC, ","Match","Exact","620 8TH ST NE, WASHINGTON, DC, 20002","-76.99497,38.89773","76229943","L"
"34226","616 8th st ne, Washington, DC, ","Match","Exact","616 8TH ST NE, WASHINGTON, DC, 20002","-76.99497,38.897675","76229943","L"
"34223","700 f st ne, Washington, DC, ","Match","Exact","700 F ST NE, WASHINGTON, DC, 20002","-76.99607,38.89734","76229949","L"
"34224","622 8th st ne, Washington, DC, ","Match","Exact","622 8TH ST NE, WASHINGTON, DC, 20002","-76.99497,38.89776","76229943","L"
"34221","704 f st ne, Washington, DC, ","Match","Exact","704 F ST NE, WASHINGTON, DC, 20002","-76.99603,38.89734","76229949","L"
"34222","0702 f st ne, Washington, DC, ","Match","Exact","702 F ST NE, WASHINGTON, DC, 20002","-76.996056,38.89734","76229949","L"
"34220","708 f st ne, Washington, DC, ","Match","Exact","708 F ST NE, WASHINGTON, DC, 20002","-76.995995,38.89734","76229949","L"
"34218","0722 f st ne, Washington, DC, ","Match","Exact","722 F ST NE, WASHINGTON, DC, 20002","-76.99585,38.89734","76229949","L"
"34219","710 f st ne, Washington, DC, ","Match","Exact","710 F ST NE, WASHINGTON, DC, 20002","-76.99597,38.89734","76229949","L"
"34214","612 8th st ne, Washington, DC, ","Match","Exact","612 8TH ST NE, WASHINGTON, DC, 20002","-76.99497,38.89762","76229943","L"
"34215","610 8th st ne, Washington, DC, ","Match","Exact","610 8TH ST NE, WASHINGTON, DC, 20002","-76.99497,38.897594","76229943","L"
"34216","608 8th st ne, Washington, DC, ","Match","Exact","608 8TH ST NE, WASHINGTON, DC, 20002","-76.99497,38.897568","76229943","L"
"34217","726 f st ne, Washington, DC, ","Match","Exact","726 F ST NE, WASHINGTON, DC, 20002","-76.995804,38.89734","76229949","L"
"34210","619 7th st ne, Washington, DC, ","Match","Exact","619 7TH ST NE, WASHINGTON, DC, 20002","-76.99616,38.89795","76229941","R"
"34211","621 7th st ne, Washington, DC, ","Match","Exact","621 7TH ST NE, WASHINGTON, DC, 20002","-76.99616,38.89801","76229941","R"
"34212","642 8th st ne, Washington, DC, ","Match","Exact","642 8TH ST NE, WASHINGTON, DC, 20002","-76.99497,38.898026","76229943","L"
"34213","634 8th st ne, Washington, DC, ","Match","Exact","634 8TH ST NE, WASHINGTON, DC, 20002","-76.99497,38.89792","76229943","L"
"34209","615 7th st ne, Washington, DC, ","Match","Exact","615 7TH ST NE, WASHINGTON, DC, 20002","-76.99616,38.897827","76229941","R"
