130000,2936 knox pl se,Washington,DC,
130001,2472 alabama ave se  unit: a1,Washington,DC,
130002,2472 alabama ave se  unit: a101,Washington,DC,
130003,2472 alabama ave se  unit: a102,Washington,DC,
130004,2472 alabama ave se  unit: a103,Washington,DC,
130005,2472 alabama ave se  unit: a104,Washington,DC,
130006,2472 alabama ave se  unit: a201,Washington,DC,
130007,2472 alabama ave se  unit: a202,Washington,DC,
130008,2472 alabama ave se  unit: a203,Washington,DC,
130009,2472 alabama ave se  unit: a204,Washington,DC,
130010,2472 alabama ave se  unit: a301,Washington,DC,
130011,2472 alabama ave se  unit: a302,Washington,DC,
130012,2472 alabama ave se  unit: a303,Washington,DC,
130013,2472 alabama ave se  unit: a304,Washington,DC,
130014,2472 alabama ave se  unit: b1,Washington,DC,
130015,2472 alabama ave se  unit: b2,Washington,DC,
130016,2472 alabama ave se  unit: b3,Washington,DC,
130017,2472 alabama ave se  unit: b101,Washington,DC,
130018,2472 alabama ave se  unit: b102,Washington,DC,
130019,2472 alabama ave se  unit: b103,Washington,DC,
130020,2472 alabama ave se  unit: b104,Washington,DC,
130021,2472 alabama ave se  unit: b201,Washington,DC,
130022,2472 alabama ave se  unit: b202,Washington,DC,
130023,2472 alabama ave se  unit: b203,Washington,DC,
130024,2472 alabama ave se  unit: b204,Washington,DC,
130025,2472 alabama ave se  unit: b301,Washington,DC,
130026,2472 alabama ave se  unit: b302,Washington,DC,
130027,2472 alabama ave se  unit: b303,Washington,DC,
130028,2472 alabama ave se  unit: b304,Washington,DC,
130029,2472 alabama ave se  unit: c1,Washington,DC,
130030,2472 alabama ave se  unit: c101,Washington,DC,
130031,2472 alabama ave se  unit: c102,Washington,DC,
130032,2472 alabama ave se  unit: c103,Washington,DC,
130033,2472 alabama ave se  unit: c201,Washington,DC,
130034,2472 alabama ave se  unit: c202,Washington,DC,
130035,2472 alabama ave se  unit: c203,Washington,DC,
130036,2472 alabama ave se  unit: c301,Washington,DC,
130037,2472 alabama ave se  unit: c302,Washington,DC,
130038,2472 alabama ave se  unit: c303,Washington,DC,
130039,2472 alabama ave se p-1,Washington,DC,
130040,2472 alabama ave se p-4,Washington,DC,
130041,2472 alabama ave se p-6,Washington,DC,
130042,2472 alabama ave se p-9,Washington,DC,
130043,2472 alabama ave se p-10,Washington,DC,
130044,2472 alabama ave se p-11,Washington,DC,
130045,2472 alabama ave se p-17,Washington,DC,
130046,2472 alabama ave se p-18,Washington,DC,
130047,2472 alabama ave se p-21,Washington,DC,
130048,2472 alabama ave se p-22,Washington,DC,
130049,2472 alabama ave se p-23,Washington,DC,
130050,2472 alabama ave se p-24,Washington,DC,
130051,2472 alabama ave se p-25,Washington,DC,
130052,2472 alabama ave se p-30,Washington,DC,
130053,2472 alabama ave se p-31,Washington,DC,
130054,2472 alabama ave se p-34,Washington,DC,
130055,2472  alabama ave se p-37,Washington,DC,
130056,2472 alabama ave se p-38,Washington,DC,
130057,3214 24th st se,Washington,DC,
130058,3124 24th st se,Washington,DC,
130059,3114 24th st se,Washington,DC,
130060,3112 24th st se,Washington,DC,
130061,3108 24th st se,Washington,DC,
130062,3102 24th st se,Washington,DC,
130063,2401 irving pl se,Washington,DC,
130064,2405 irving pl se,Washington,DC,
130065,2427 irving st se,Washington,DC,
130066,2429 irving st se,Washington,DC,
130067,2433 irving st se,Washington,DC,
130068,2428 alabama ave se,Washington,DC,
130069,2426 alabama ave se,Washington,DC,
130070,2424 alabama ave se,Washington,DC,
130071,2422 alabama ave se,Washington,DC,
130072,2420 alabama ave se,Washington,DC,
130073,alabama ave se,Washington,DC,
130074,2452 alabama av se,Washington,DC,
130075,2411 irving pl se,Washington,DC,
130076,2409 irving pl se,Washington,DC,
130077,2460 alabama av se,Washington,DC,
130078,2400 alabama ave se,Washington,DC,
130079,irving st se,Washington,DC,
130080,2303 irving st se,Washington,DC,
130081,irving st se,Washington,DC,
130082,irving st se,Washington,DC,
130083,3111 24th st se,Washington,DC,
130084,3113 24th st se,Washington,DC,
130085,3115 24th st se,Washington,DC,
130086,3119 24th st se,Washington,DC,
130087,3121 24th st se,Washington,DC,
130088,3123 24th st se,Washington,DC,
130089,3105 24th st se,Washington,DC,
130090,3127 24th st se,Washington,DC,
130091,2301 irving st se,Washington,DC,
130092,suitland pkwy se,Washington,DC,
130093,2010 jasper st se,Washington,DC,
130094,jasper st se,Washington,DC,
130095,3124 20th st se,Washington,DC,
130096,3122 20th st se,Washington,DC,
130097,3120 20th st se,Washington,DC,
130098,3110 20th st se,Washington,DC,
130099,2000 jasper st se,Washington,DC,
130100,3118 19th st se,Washington,DC,
130101,3118 19th st se,Washington,DC,
130102,3107 20th st se,Washington,DC,
130103,3113 20th st se,Washington,DC,
130104,3111 20th st se,Washington,DC,
130105,3103 20th st se,Washington,DC,
130106,3125 20th st se,Washington,DC,
130107,3127 20th st se,Washington,DC,
130108,jasper st se,Washington,DC,
130109,3105 22nd st se,Washington,DC,
130110,3212 21st st se,Washington,DC,
130111,howard rd se,Washington,DC,
130112,shannon pl se,Washington,DC,
130113,1006 howard rd se,Washington,DC,
130114,howard rd se,Washington,DC,
130115,howard rd se,Washington,DC,
130116,1004 howard rd se,Washington,DC,
130117,1018 howard rd se,Washington,DC,
130118,2433 shannon pl se,Washington,DC,
130119,0764 howard rd se,Washington,DC,
130120,0760 howard rd se,Washington,DC,
130121,0756 howard rd se,Washington,DC,
130122,0752 howard rd se,Washington,DC,
130123,0748 howard rd se,Washington,DC,
130124,0744 howard rd se,Washington,DC,
130125,0740 howard rd se,Washington,DC,
130126,1014 howard rd se,Washington,DC,
130127,1010 howard rd se,Washington,DC,
130128,0822 howard rd se,Washington,DC,
130129,0822 howard rd se,Washington,DC,
130130,809 howard rd se,Washington,DC,
130131,811 howard rd se,Washington,DC,
130132,813 howard rd se,Washington,DC,
130133,701 howard rd se,Washington,DC,
130134,821 howard rd se,Washington,DC,
130135,1123 howard rd se,Washington,DC,
130136,1230 sumner rd se,Washington,DC,
130137,1212 - 1226 sumner rd se,Washington,DC,
130138,1200 - 1210 sumner rd se,Washington,DC,
130139,1140 - 1154 sumner rd se,Washington,DC,
130140,1128 - 1138 sumner rd se,Washington,DC,
130141,1116 - 1126 sumner rd se,Washington,DC,
130142,1100 - 1114 sumner rd se,Washington,DC,
130143,2633 barry rd se,Washington,DC,
130144,1324 - 1338 stevens rd se,Washington,DC,
130145,1100 - 1114 stevens rd se,Washington,DC,
130146,1286 - 1292 eaton rd se,Washington,DC,
130147,1268 - 1282 eaton rd se,Washington,DC,
130148,1256 - 1266 eaton rd se,Washington,DC,
130149,1240 - 1254 eaton rd se,Washington,DC,
130150,1224 - 1238 eaton rd se,Washington,DC,
130151,1212 - 1222 eaton rd se,Washington,DC,
130152,1200 - 1210 eaton rd se,Washington,DC,
130153,1150 - 1164 eaton rd se,Washington,DC,
130154,1138 - 1148 eaton rd se,Washington,DC,
130155,1126 - 1136 eaton rd se,Washington,DC,
130156,1110 - 1124 eaton rd se,Washington,DC,
130157,2618 - 2624 sterling st se,Washington,DC,
130158,2626 - 2636 sterling st se,Washington,DC,
130159,2606 sterling st se,Washington,DC,
130160,1101 - 1117 sumner rd se,Washington,DC,
130161,1109 - 1119 sumner rd se,Washington,DC,
130162,1121 - 1131 sumner rd se,Washington,DC,
130163,1133 - 1147 sumner rd se,Washington,DC,
130164,1149 - 1159 sumner rd se,Washington,DC,
130165,1161 - 1175 sumner rd se,Washington,DC,
130166,1201 - 1215 sumner rd se,Washington,DC,
