50000,4631 kenmore dr nw,Washington,DC,
50001,4647 kenmore dr nw,Washington,DC,
50002,4651 kenmore dr nw,Washington,DC,
50003,4659 kenmore dr nw,Washington,DC,
50004,4665 kenmore dr nw,Washington,DC,
50005,4667 kenmore dr nw,Washington,DC,
50006,4662 charleston ter nw,Washington,DC,
50007,4658 charleston ter nw,Washington,DC,
50008,4654 charleston ter nw,Washington,DC,
50009,4634 charleston ter nw,Washington,DC,
50010,4632 charleston ter nw,Washington,DC,
50011,4628 charleston ter nw,Washington,DC,
50012,4626 charleston ter nw,Washington,DC,
50013,4622 charleston ter nw,Washington,DC,
50014,4627 kenmore dr nw,Washington,DC,
50015,4635 kenmore dr nw,Washington,DC,
50016,1825 47th pl nw,Washington,DC,
50017,1829 47th pl nw,Washington,DC,
50018,4643 macarthur blvd nw,Washington,DC,
50019,1811 47th pl nw,Washington,DC,
50020,1845 47th pl nw,Washington,DC,
50021,4623 kenmore dr nw,Washington,DC,
50022,4603 macarthur blvd nw  unit: b,Washington,DC,
50023,4603 1/2 macarthur blvd nw unit: a,Washington,DC,
50024,4603 1/2 macarthur blvd nw unit: b,Washington,DC,
50025,4605 macarthur blvd nw  unit: a,Washington,DC,
50026,4605 macarthur blvd nw  unit: b,Washington,DC,
50027,4605 1/2 macarthur blvd nw unit: b,Washington,DC,
50028,4607 macarthur blvd nw  unit: a,Washington,DC,
50029,4607 macarthur blvd nw  unit: b,Washington,DC,
50030,4607 1/2 macarthur blvd nw unit: a,Washington,DC,
50031,4607 1/2 macarthur blvd nw unit: b,Washington,DC,
50032,4609 macarthur blvd nw  unit: a,Washington,DC,
50033,4609 macarthur blvd nw  unit: b,Washington,DC,
50034,4609 1/2 macarthur blvd nw unit: a,Washington,DC,
50035,4609 1/2 macarthur blvd nw unit: b,Washington,DC,
50036,4611 macarthur blvd nw  unit: a,Washington,DC,
50037,4611 macarthur blvd nw  unit: b,Washington,DC,
50038,4611 1/2 macarthur blvd nw unit: a,Washington,DC,
50039,4611 1/2 macarthur blvd nw unit: b,Washington,DC,
50040,4613 macarthur blvd nw  unit: a,Washington,DC,
50041,4613 macarthur blvd nw  unit: b,Washington,DC,
50042,4613 1/2 macarthur blvd nw unit: a,Washington,DC,
50043,4613 1/2 macarthur blvd nw unit: b,Washington,DC,
50044,4615 macarthur blvd nw  unit: a,Washington,DC,
50045,4615 macarthur blvd nw  unit: b,Washington,DC,
50046,4615 1/2 macarthur blvd nw unit: b,Washington,DC,
50047,4617 macarthur blvd nw  unit: a,Washington,DC,
50048,4617 macarthur blvd nw  unit: b,Washington,DC,
50049,4617 1/2 macarthur blvd nw unit: a,Washington,DC,
50050,4617 1/2 macarthur blvd nw unit: b,Washington,DC,
50051,4619 macarthur blvd nw  unit: a,Washington,DC,
50052,4619 1/2 macarthur blvd nw unit: a,Washington,DC,
50053,4619 1/2 macarthur blvd nw unit: b,Washington,DC,
50054,4621 1/2 macarthur blvd nw unit: a,Washington,DC,
50055,4621 1/2 macarthur blvd nw unit: b,Washington,DC,
50056,4621 macarthur blvd nw  unit: a,Washington,DC,
50057,4621 macarthur blvd nw  unit: b,Washington,DC,
50058,4623 1/2 macarthur blvd nw unit: b,Washington,DC,
50059,4623 macarthur blvd nw  unit: a,Washington,DC,
50060,4623 macarthur blvd nw  unit: b,Washington,DC,
50061,4625 macarthur blvd nw  unit: b,Washington,DC,
50062,4627 macarthur blvd nw  unit: a,Washington,DC,
50063,4627 macarthur blvd nw  unit: b,Washington,DC,
50064,4627 1/2 macarthur blvd nw unit: a,Washington,DC,
50065,4627 1/2 macarthur blvd nw unit: b,Washington,DC,
50066,4629 macarthur blvd nw  unit: a,Washington,DC,
50067,4629 macarthur blvd nw  unit: b,Washington,DC,
50068,4629 1/2 macarthur blvd nw unit: a,Washington,DC,
50069,4629 1/2 macarthur blvd nw unit: b,Washington,DC,
50070,4631 macarthur blvd nw  unit: a,Washington,DC,
50071,4631 macarthur blvd nw  unit: b,Washington,DC,
50072,4707 reservoir rd nw,Washington,DC,
50073,1905 47th st nw,Washington,DC,
50074,4711 reservoir rd nw,Washington,DC,
50075,4718 reservoir rd nw,Washington,DC,
50076,4720 reservoir rd nw,Washington,DC,
50077,4749 macarthur blvd nw,Washington,DC,
50078,4757 macarthur blvd nw,Washington,DC,
50079,4761 macarthur blvd nw,Washington,DC,
50080,4764 reservoir rd nw,Washington,DC,
50081,4760 reservoir rd nw,Washington,DC,
50082,4729 macarthur blvd nw,Washington,DC,
50083,4733 macarthur blvd nw,Washington,DC,
50084,4737 macarthur blvd nw,Washington,DC,
50085,4700 reservoir rd nw,Washington,DC,
50086,4752 reservoir rd nw,Washington,DC,
50087,4748 reservoir rd nw,Washington,DC,
50088,4744 reservoir rd nw,Washington,DC,
50089,4770 reservoir rd nw,Washington,DC,
50090,4721 macarthur blvd nw,Washington,DC,
50091,4710 reservoir rd nw,Washington,DC,
50092,4727 macarthur blvd nw,Washington,DC,
50093,4725 macarthur blvd nw,Washington,DC,
50094,4715 macarthur blvd nw,Washington,DC,
50095,1834 47th pl nw,Washington,DC,
50096,1840 47th pl nw,Washington,DC,
50097,1830 47th pl nw,Washington,DC,
50098,1820 47th pl nw,Washington,DC,
50099,1824 47th pl nw,Washington,DC,
50100,4756 reservoir rd nw,Washington,DC,
50101,nw,Washington,DC,
50102,4705 macarthur blvd nw,Washington,DC,
50103,4711 macarthur blvd nw,Washington,DC,
50104,4717 macarthur blvd nw,Washington,DC,
50105,4708 reservoir rd nw,Washington,DC,
50106,4712 reservoir rd nw,Washington,DC,
50107,4733 reservoir rd nw,Washington,DC,
50108,4737 reservoir rd nw,Washington,DC,
50109,4741 reservoir rd nw,Washington,DC,
50110,4745 reservoir rd nw,Washington,DC,
50111,4749 reservoir rd nw,Washington,DC,
50112,1920 47th st nw,Washington,DC,
50113,1916 47th st nw,Washington,DC,
50114,4751 reservoir rd nw,Washington,DC,
50115,2007 48th st nw,Washington,DC,
50116,2005 48th st nw,Washington,DC,
50117,2003 48th st nw,Washington,DC,
50118,2001 48th st nw,Washington,DC,
50119,4800 u st nw,Washington,DC,
50120,4802 u st nw,Washington,DC,
50121,4804 u st nw,Washington,DC,
50122,4753 whitehaven pkwy nw,Washington,DC,
50123,4749 whitehaven pkwy nw,Washington,DC,
50124,4806 u st nw,Washington,DC,
50125,4515 w st nw,Washington,DC,
50126,4541 w st nw,Washington,DC,
50127,4545 w st nw,Washington,DC,
50128,4501 w st nw,Washington,DC,
50129,2201 46th st nw,Washington,DC,
50130,4555 w st nw,Washington,DC,
50131,2245 46th st nw,Washington,DC,
50132,2241 46th st nw,Washington,DC,
50133,2237 46th st nw,Washington,DC,
50134,2233 46th st nw,Washington,DC,
