"135064","160 danbury st sw, Washington, DC, ","Match","Exact","160 DANBURY ST SW, WASHINGTON, DC, 20032","-77.01162,38.827785","76227827","L"
"131834","1325 - 1333 savannah st se, Washington, DC, ","No_Match"
"132514","alabama ave se, Washington, DC, ","No_Match"
"135063","162 danbury st sw, Washington, DC, ","Match","Exact","162 DANBURY ST SW, WASHINGTON, DC, 20032","-77.01165,38.827785","76227827","L"
"131835","1345 savannah st se, Washington, DC, ","Match","Exact","1345 SAVANNAH ST SE, WASHINGTON, DC, 20032","-76.98654,38.843765","76232549","R"
"132515","0600 alabama av se, Washington, DC, ","Match","Exact","600 ALABAMA AVE SE, WASHINGTON, DC, 20032","-76.99839,38.843117","76232331","L"
"135062","164 danbury st sw, Washington, DC, ","Match","Exact","164 DANBURY ST SW, WASHINGTON, DC, 20032","-77.01169,38.827785","76227827","L"
"131832","1300 congress st se, Washington, DC, ","Match","Exact","1300 CONGRESS ST SE, WASHINGTON, DC, 20032","-76.98843,38.84188","76232513","L"
"132516","0617 raleigh pl se, Washington, DC, ","Match","Exact","617 RALEIGH PL SE, WASHINGTON, DC, 20032","-76.997536,38.84426","76232334","R"
"135061","127 darrington st sw, Washington, DC, ","Match","Exact","127 DARRINGTON ST SW, WASHINGTON, DC, 20032","-77.01109,38.827003","76227822","R"
"131833","3324 13th st se, Washington, DC, ","Match","Exact","3324 13TH ST SE, WASHINGTON, DC, 20032","-76.988495,38.842842","76232512","L"
"132517","0643 raleigh pl se, Washington, DC, ","Match","Exact","643 RALEIGH PL SE, WASHINGTON, DC, 20032","-76.99708,38.84426","76232334","R"
"132518","0603 raleigh pl se, Washington, DC, ","Match","Exact","603 RALEIGH PL SE, WASHINGTON, DC, 20032","-76.99779,38.84426","76232334","R"
"131838","1310 congress st se  unit: 201, Washington, DC, ","Match","Exact","1310 CONGRESS ST SE, WASHINGTON, DC, 20032","-76.98794,38.842","76232513","L"
"135068","152 danbury st sw, Washington, DC, ","Match","Exact","152 DANBURY ST SW, WASHINGTON, DC, 20032","-77.01148,38.827785","76227827","L"
"132519","0603 raleigh pl se, Washington, DC, ","Match","Exact","603 RALEIGH PL SE, WASHINGTON, DC, 20032","-76.99779,38.84426","76232334","R"
"131839","1310 congress st se  unit: 202, Washington, DC, ","Match","Exact","1310 CONGRESS ST SE, WASHINGTON, DC, 20032","-76.98794,38.842","76232513","L"
"135067","154 danbury st sw, Washington, DC, ","Match","Exact","154 DANBURY ST SW, WASHINGTON, DC, 20032","-77.01151,38.827785","76227827","L"
"131836","1326 - 1330 congress st se, Washington, DC, ","No_Match"
