0,2600 pennsylvania av nw unit: 0201,Washington,DC,
1,2600 pennsylvania av nw unit: 0202,Washington,DC,
2,2600 pennsylvania av nw unit: 0203,Washington,DC,
3,2600 pennsylvania av nw unit: 0204,Washington,DC,
4,2600 pennsylvania av nw unit: 0301,Washington,DC,
5,2600 pennsylvania av nw unit: 0302,Washington,DC,
6,2600 pennsylvania av nw unit: 0303,Washington,DC,
7,2600 pennsylvania av nw unit: 0304,Washington,DC,
8,2600 pennsylvania av nw unit: 0401,Washington,DC,
9,2600 pennsylvania av nw unit: 0402,Washington,DC,
10,2600 pennsylvania av nw unit: 0403,Washington,DC,
11,2600 pennsylvania av nw unit: 0404,Washington,DC,
12,2600 pennsylvania av nw unit: 0501,Washington,DC,
13,2600 pennsylvania av nw unit: 0502,Washington,DC,
14,2600 pennsylvania av nw unit: 0502,Washington,DC,
15,2600 pennsylvania av nw unit: 0504,Washington,DC,
16,2600 pennsylvania av nw unit: 0601,Washington,DC,
17,2600 pennsylvania av nw unit: 0602,Washington,DC,
18,2600 pennsylvania av nw unit: 0603,Washington,DC,
19,2600 pennsylvania av nw unit: 0604,Washington,DC,
20,2600 pennsylvania av nw unit: 0701,Washington,DC,
21,2600 pennsylvania av nw unit: 0702,Washington,DC,
22,2600 pennsylvania av nw unit: 0703,Washington,DC,
23,2600 pennsylvania av nw unit: 0704,Washington,DC,
24,2600 pennsylvania av nw unit: 0801,Washington,DC,
25,2600 pennsylvania av nw unit: 0802,Washington,DC,
26,2600 pennsylvania av nw unit: 0803,Washington,DC,
27,2600 pennsylvania av nw unit: 0804,Washington,DC,
28,2600 pennsylvania av nw unit: 0cs1,Washington,DC,
29,2600 pennsylvania av nw unit: 0cs2,Washington,DC,
30,2600 pennsylvania av nw unit: 0cs3,Washington,DC,
31,0901 27th st nw,Washington,DC,
32,2641 virginia av nw,Washington,DC,
33,2600 virginia av nw,Washington,DC,
34,2700 virginia av nw,Washington,DC,
35,0600 new hampshire av nw,Washington,DC,
36,2650 virginia ave nw h-1,Washington,DC,
37,2650 virginia ave nw r-2,Washington,DC,
38,2555 m st nw,Washington,DC,
39,2501 m st nw  unit: 602,Washington,DC,
40,2501 m st nw  unit: 603,Washington,DC,
41,2501 m st nw  unit: 604,Washington,DC,
42,2501 m st nw  unit: 605,Washington,DC,
43,2501 m st nw  unit: 606,Washington,DC,
44,2501 m st nw  unit: 608,Washington,DC,
45,2501 m st nw  unit: 610,Washington,DC,
46,2501 m st nw  unit: 614,Washington,DC,
47,2501 m st nw  unit: 616,Washington,DC,
48,2501 m st nw  unit: 702,Washington,DC,
49,2501 m st nw  unit: 704,Washington,DC,
50,2501 m st nw  unit: 705,Washington,DC,
51,2501 m st nw  unit: 706,Washington,DC,
52,2501 m st nw  unit: 707,Washington,DC,
53,2501 m st nw  unit: 709,Washington,DC,
54,2501 m st nw  unit: 710,Washington,DC,
55,2501 m st nw  unit: 713,Washington,DC,
56,2501 m st nw  unit: 714,Washington,DC,
57,2501 m st nw  unit: 715,Washington,DC,
58,2501 m st nw  unit: 716,Washington,DC,
59,2501 m st nw  unit: 718,Washington,DC,
60,2501 m st nw  unit: 719,Washington,DC,
61,2501 m st nw  unit: 720,Washington,DC,
62,2501 m st nw  unit: 721,Washington,DC,
63,2501  m st nw cr,Washington,DC,
64,2517 pennsylvania ave nw,Washington,DC,
65,2525 pennsylvania ave nw,Washington,DC,
66,1136 25th st nw,Washington,DC,
67,1132 25th st nw,Washington,DC,
68,1128 25th st nw,Washington,DC,
69,2550 m st nw,Washington,DC,
70,2555 pennsylvania ave nw  unit: 208,Washington,DC,
71,2555 pennsylvania ave nw  unit: 209,Washington,DC,
72,2555 pennsylvania ave nw  unit: 210,Washington,DC,
73,2555 pennsylvania ave nw  unit: 211,Washington,DC,
74,2555 pennsylvania ave nw  unit: 214,Washington,DC,
75,2555 pennsylvania ave nw  unit: 215,Washington,DC,
76,2555 pennsylvania ave nw  unit: 216,Washington,DC,
77,2555 pennsylvania ave nw  unit: 217,Washington,DC,
78,2555 pennsylvania ave nw  unit: 302,Washington,DC,
79,2555 pennsylvania ave nw  unit: 305,Washington,DC,
80,2555 pennsylvania ave nw  unit: 308,Washington,DC,
81,2555 pennsylvania ave nw  unit: 309,Washington,DC,
82,2555 pennsylvania ave nw  unit: 310,Washington,DC,
83,2555 pennsylvania ave nw  unit: 312,Washington,DC,
84,2555 pennsylvania ave nw  unit: 314,Washington,DC,
85,2555 pennsylvania ave nw  unit: 315,Washington,DC,
86,2555 pennsylvania ave nw  unit: 316,Washington,DC,
87,2555 pennsylvania ave nw  unit: 317,Washington,DC,
88,2555 pennsylvania ave nw  unit: 319,Washington,DC,
89,2555 pennsylvania ave nw  unit: 401,Washington,DC,
90,2555 pennsylvania ave nw  unit: 403,Washington,DC,
91,2555 pennsylvania ave nw  unit: 404,Washington,DC,
92,2555 pennsylvania ave nw  unit: 405,Washington,DC,
93,2555 pennsylvania ave nw  unit: 406,Washington,DC,
94,2555 pennsylvania ave nw  unit: 407,Washington,DC,
95,2555 pennsylvania ave nw  unit: 408,Washington,DC,
96,2555 pennsylvania ave nw  unit: 410,Washington,DC,
97,2555 pennsylvania ave nw  unit: 411,Washington,DC,
