,address,city,state,zip
1862,2401 h st nw p-20,Washington,DC,
145836,3883 connecticut av,Washington,DC,
195731,brentwood rd ne,Washington,DC,
125798,3883 connecticut av,Washington,DC,
75871,1027 6th st ne,Washington,DC,
227952,4005 e st se,Washington,DC,
251211,h st nw,Washington,DC,
6872,1816 new hampshire ave nw  unit: 302,Washington,DC,
247852,nw,Washington,DC,
63374,1150  4th st sw 608,Washington,DC,
175891,nw,Washington,DC,
77789,712 a st se,Washington,DC,
238797,1739 galen st se,Washington,DC,
116308,macomb st nw,Washington,DC,
221756,57th st ne,Washington,DC,
18001,1210 r st nw p-47c,Washington,DC,
54897,0555 massachusetts av,Washington,DC,
188867,3141 hawthorne dr ne unit: 3141,Washington,DC,
109630,5410 connecticut ave nw  unit: 204,Washington,DC,
47924,0555 massachusetts av,Washington,DC,
178425,3554 warder st nw,Washington,DC,
210354,3432 eads st ne,Washington,DC,
74745,414 seward sq se  unit: 203,Washington,DC,
27748,915 e st nw  unit: 305,Washington,DC,
30692,0400 8th st nw,Washington,DC,
198509,1829 central pl ne,Washington,DC,
79012,424 10th st ne,Washington,DC,
192336,4th st ne,Washington,DC,
77052,0638 g st se,Washington,DC,
38682,555 massachusetts ave nw  unit: 1410,Washington,DC,
126309,3883 connecticut av,Washington,DC,
17718,temperance ct nw,Washington,DC,
197719,4430 14th st ne,Washington,DC,
61381,0234 g st sw unit: 135,Washington,DC,
189118,32 bryant st ne,Washington,DC,
186928,4011 4th st nw,Washington,DC,
135492,3883 connecticut av,Washington,DC,
211544,kenilworth tr ne,Washington,DC,
246211,0849 barnaby st se,Washington,DC,
138300,3883 connecticut av,Washington,DC,
220001,ne,Washington,DC,
121256,3883 connecticut av,Washington,DC,
94666,1710 34th st nw,Washington,DC,
226138,se,Washington,DC,
126713,3883 connecticut av,Washington,DC,
11643,2100 14th st nw,Washington,DC,
186151,6707 4th st nw,Washington,DC,
16738,nw,Washington,DC,
235096,westover dr se,Washington,DC,
232183,1701 14th st se,Washington,DC,
15330,1340 vermont ave nw  unit: 7,Washington,DC,
172459,georgia ave nw,Washington,DC,
54292,0555 massachusetts av,Washington,DC,
31340,0400 8th st nw,Washington,DC,
248004,6100 14th st nw,Washington,DC,
241043,se,Washington,DC,
122300,3883 connecticut av,Washington,DC,
62203,4th st sw,Washington,DC,
169524,745 irving st nw,Washington,DC,
211133,126 36th st ne,Washington,DC,
86659,17 15th st ne,Washington,DC,
39795,0555 massachusetts av,Washington,DC,
27104,h st nw,Washington,DC,
48669,0555 massachusetts av,Washington,DC,
63567,1150  4th st sw 605,Washington,DC,
158813,1439 euclid st nw  unit: 307,Washington,DC,
47176,0555 massachusetts av,Washington,DC,
160208,1417 newton st,Washington,DC,
27018,h st nw,Washington,DC,
32105,0400 8th st nw,Washington,DC,
41085,0555 massachusetts av,Washington,DC,
232784,1806 - 1820 23rd st se,Washington,DC,
55124,0555 massachusetts av,Washington,DC,
60543,1533 4th st nw,Washington,DC,
64308,h st nw,Washington,DC,
158468,1427 chapin st nw s-16,Washington,DC,
67533,55 m st nw  unit: 304,Washington,DC,
151062,1910 kalorama rd nw  unit: 202,Washington,DC,
40614,0555 massachusetts av,Washington,DC,
36827,777 7th st nw  unit: 608,Washington,DC,
248725,ne,Washington,DC,
64352,h st nw,Washington,DC,
207771,17th st ne,Washington,DC,
51029,0555 massachusetts av,Washington,DC,
160871,1425 parkwood pl nw,Washington,DC,
8029,1615 new hampshire av,Washington,DC,
74069,328 k st se,Washington,DC,
98536,4555 w st nw,Washington,DC,
250963,h st nw,Washington,DC,
154352,1654 euclid st nw p20-c,Washington,DC,
190231,ne,Washington,DC,
193358,chillum pl ne,Washington,DC,
62514,3rd st sw,Washington,DC,
7341,1756 corcoran st nw  unit: 1b,Washington,DC,
102633,4200 massachusetts av 0b1-46,Washington,DC,
238166,alabama ave se,Washington,DC,
33928,0400 8th st nw,Washington,DC,
9469,2000 16th st nw  unit: 104,Washington,DC,
100360,nw,Washington,DC,
59214,460 l st nw g1-201,Washington,DC,
239790,se,Washington,DC,
38188,517 rhode island ave nw,Washington,DC,
217074,48th pl ne,Washington,DC,
230616,se,Washington,DC,
65,2501  m st nw cr,Washington,DC,
179604,t st nw,Washington,DC,
93869,3035 dent pl nw,Washington,DC,
65669,h st nw,Washington,DC,
115571,2939 van ness st nw unit: b50,Washington,DC,
145918,3883 connecticut av,Washington,DC,
123060,3883 connecticut av p19,Washington,DC,
8954,1711 massachusetts ave nw  unit: 431,Washington,DC,
132234,3883 connecticut av,Washington,DC,
2709,m st nw,Washington,DC,
3295,1426 21st st nw,Washington,DC,
166262,3500 13th st nw  unit: 109,Washington,DC,
71925,201 i st ne  unit: 1212,Washington,DC,
34929,0400 8th st nw,Washington,DC,
243909,708 alabama ave se,Washington,DC,
216467,jay st ne,Washington,DC,
32530,0400 8th st nw,Washington,DC,
162820,1646 myrtle st nw,Washington,DC,
62742,3rd st sw,Washington,DC,
28949,0400 8th st nw,Washington,DC,
1588,950 24th st nw  unit: 511,Washington,DC,
81662,1250 c st ne,Washington,DC,
119916,3701 connecticut ave nw  unit: 620,Washington,DC,
174134,georgia ave nw,Washington,DC,
20086,h st nw,Washington,DC,
87118,330 15th st se,Washington,DC,
157079,17th st nw,Washington,DC,
170602,744 park rd nw,Washington,DC,
113643,nw,Washington,DC,
192992,kennedy st ne,Washington,DC,
24681,h st nw,Washington,DC,
208008,ne,Washington,DC,
179861,1848 5th st nw,Washington,DC,
187225,102 varnum st nw,Washington,DC,
103535,4201 cathedral av nw unit: 499,Washington,DC,
214017,meade st ne,Washington,DC,
147899,4007 connecticut ave nw  unit: 111,Washington,DC,
70407,0043 d st se,Washington,DC,
208679,522 23rd pl ne,Washington,DC,
6190,1830 jefferson pl nw  unit: 13,Washington,DC,
108448,3401 38th st nw  unit: 307,Washington,DC,
50853,0555 massachusetts av,Washington,DC,
144235,3883 connecticut av,Washington,DC,
211048,anacostia ave ne,Washington,DC,
68371,h st nw,Washington,DC,
184580,608 gallatin st nw,Washington,DC,
137095,3883 connecticut av,Washington,DC,
93789,3102 r st nw,Washington,DC,
165886,11th st nw,Washington,DC,
107565,2801 new mexico ave nw  unit: 610,Washington,DC,
109649,5410 connecticut ave nw  unit: 312,Washington,DC,
138971,3883 connecticut av,Washington,DC,
183582,nw,Washington,DC,
161171,3900 - 3902 14th st nw p-51,Washington,DC,
90384,nw,Washington,DC,
181187,2115 1st st nw,Washington,DC,
207880,1022 17th st ne,Washington,DC,
111506,3026 wisconsin ave nw  unit: b10,Washington,DC,
125551,3883 connecticut av,Washington,DC,
129475,3883 connecticut av,Washington,DC,
77183,1101  7th st se 32,Washington,DC,
22302,1117 10th st nw  unit: 801,Washington,DC,
242329,1877 tubman rd se,Washington,DC,
864,1111 25th st nw  unit: 718,Washington,DC,
78016,7th st se,Washington,DC,
160010,1417 newton st,Washington,DC,
143781,3883 connecticut av,Washington,DC,
66999,h st nw,Washington,DC,
198444,new york av,Washington,DC,
160258,1417 newton st,Washington,DC,
55325,0555 massachusetts av,Washington,DC,
92126,3144 o st nw,Washington,DC,
170959,georgia ave nw,Washington,DC,
59681,460 l st nw g3-126,Washington,DC,
13324,1441 rhode island ave nw  unit: 107,Washington,DC,
40419,0555 massachusetts av,Washington,DC,
80200,151 11th st se,Washington,DC,
17526,temperance ct nw,Washington,DC,
241350,2560 martin luther king jr av se,Washington,DC,
103973,4434 hawthorne st nw,Washington,DC,
111544,3028 wisconsin ave nw  unit: 401,Washington,DC,
76333,0623 maryland av ne,Washington,DC,
28461,0400 8th st nw,Washington,DC,
225617,5119 hanna pl se,Washington,DC,
83017,320 tennessee ave ne,Washington,DC,
245225,raleigh st se,Washington,DC,
220439,dix st ne,Washington,DC,
219530,hayes st ne,Washington,DC,
236065,2310 34th st se,Washington,DC,
123260,3883 connecticut av,Washington,DC,
159546,1508 monroe st nw,Washington,DC,
55138,0555 massachusetts av,Washington,DC,
31442,0400 8th st nw,Washington,DC,
96768,39th st nw,Washington,DC,
199665,1323 montello ave ne,Washington,DC,
201670,evarts st ne,Washington,DC,
140167,3883 connecticut av,Washington,DC,
10311,1615 rhode island ave nw,Washington,DC,
88147,1604 e st se,Washington,DC,
110645,3752 cumberland st nw,Washington,DC,
169411,2920  georgia ave nw 403,Washington,DC,
27055,h st nw,Washington,DC,
183205,7103 8th st nw,Washington,DC,
26018,h st nw,Washington,DC,
230202,se,Washington,DC,
58085,nw,Washington,DC,
213714,4212 lane pl,Washington,DC,
196611,4203 12th st ne,Washington,DC,
25924,h st nw,Washington,DC,
246176,862 hr dr se,Washington,DC,
74027,306 k st se,Washington,DC,
95043,2141  wisconsin ave nw p-25,Washington,DC,
127391,3883 connecticut av,Washington,DC,
91935,2929 n st nw,Washington,DC,
117982,2818 connecticut av,Washington,DC,
91278,2801 - 2803 m st nw,Washington,DC,
148756,3105 northampton st nw,Washington,DC,
191759,2632 6th st ne,Washington,DC,
25192,10th st nw,Washington,DC,
203163,2013 kearny st ne,Washington,DC,
50281,0555 massachusetts av,Washington,DC,
148331,3063 harrison st nw,Washington,DC,
63579,1150  4th st sw 823,Washington,DC,
6518,1916 17th st nw  unit: 111,Washington,DC,
127298,3883 connecticut av,Washington,DC,
180541,0130 seaton pl,Washington,DC,
181412,2211 flagler pl nw,Washington,DC,
1358,922 24th st nw  unit: 318,Washington,DC,
111738,38th st nw,Washington,DC,
33149,0400 8th st nw,Washington,DC,
76369,0621 c st ne,Washington,DC,
66617,h st nw,Washington,DC,
118147,2818 connecticut av,Washington,DC,
4870,1316 new hampshire ave nw  unit: 504,Washington,DC,
57760,1435 4th st sw  unit: b504,Washington,DC,
14543,2125 14th st nw  unit: 103w,Washington,DC,
84001,740 13th st se,Washington,DC,
226545,4423 g st se,Washington,DC,
241150,se,Washington,DC,
193106,ne,Washington,DC,
16040,1330 massachusetts ave nw  unit: 502,Washington,DC,
154686,1726  lanier pl nw p-2,Washington,DC,
182394,737 hamilton st nw,Washington,DC,
176440,nw,Washington,DC,
101243,4721  rodman st nw,Washington,DC,
217433,4924 nash st ne,Washington,DC,
227630,4249 hildreth st se,Washington,DC,
86144,932 14th st se,Washington,DC,
195220,713 crittenden st ne,Washington,DC,
129226,3883 connecticut av,Washington,DC,
68162,h st nw,Washington,DC,
123140,3883 connecticut av,Washington,DC,
193323,ne,Washington,DC,
183880,513 roxboro pl nw,Washington,DC,
130975,3883 connecticut av,Washington,DC,
239548,2118 14th st se,Washington,DC,
186750,315 webster st nw,Washington,DC,
158822,1444 fairmont st nw  unit: 5,Washington,DC,
66826,h st nw,Washington,DC,
120488,3883 connecticut av,Washington,DC,
25421,10th st nw,Washington,DC,
159243,1438 columbia rd nw  unit: 203,Washington,DC,
97318,4514 hawthorne st nw,Washington,DC,
207601,m st ne,Washington,DC,
94293,1642 33rd st nw,Washington,DC,
63100,3rd st sw,Washington,DC,
47272,0555 massachusetts av,Washington,DC,
206273,3040 south dakota av ne,Washington,DC,
39433,0555 massachusetts av,Washington,DC,
251337,h st nw,Washington,DC,
3897,1177  22nd st nw 3d,Washington,DC,
4058,1099 22nd st nw unit: p27,Washington,DC,
236175,bangor st se,Washington,DC,
26424,h st nw,Washington,DC,
167205,1390 kenyon st nw  unit: 725,Washington,DC,
181583,159 adams st nw,Washington,DC,
105384,4000 tunlaw rd nw  unit: 320,Washington,DC,
655,0955 26th st nw unit: p36,Washington,DC,
249233,se,Washington,DC,
90857,1080 wisconsin ave nw  unit: 1020,Washington,DC,
92112,1344 30th st nw,Washington,DC,
197389,otis st ne,Washington,DC,
183669,6706 5th st nw,Washington,DC,
241112,se,Washington,DC,
43211,0555 massachusetts av,Washington,DC,
69671,h st nw,Washington,DC,
213619,meade st ne,Washington,DC,
108714,3880 porter st nw  unit: f354,Washington,DC,
215838,nannie helen burroughs ave ne,Washington,DC,
44138,0555 massachusetts av,Washington,DC,
202813,1805 monroe st ne,Washington,DC,
77474,h st ne,Washington,DC,
45768,0555 massachusetts av,Washington,DC,
138812,3883 connecticut av,Washington,DC,
222152,210 56th st ne,Washington,DC,
212505,dix st ne,Washington,DC,
251252,h st nw,Washington,DC,
195180,4721 8th st ne,Washington,DC,
128619,3883 connecticut av,Washington,DC,
184737,514 crittenden st nw,Washington,DC,
247327,4336 halley ter se,Washington,DC,
90094,1077 30th st nw  unit: 404,Washington,DC,
18828,1111 w st nw  unit: 5,Washington,DC,
248468,ne,Washington,DC,
24939,10th st nw,Washington,DC,
164290,nw,Washington,DC,
103307,4201 cathedral av nw unit: 79,Washington,DC,
216915,49th st ne,Washington,DC,
240467,1722  gainesville st se,Washington,DC,
36316,7th st nw,Washington,DC,
64096,1512 1st st nw,Washington,DC,
67224,h st nw,Washington,DC,
250681,h st nw,Washington,DC,
75377,314 6th st ne,Washington,DC,
74172,l st se,Washington,DC,
229112,minnesota av se,Washington,DC,
196650,12th st ne,Washington,DC,
132374,3883 connecticut av,Washington,DC,
146293,3883 connecticut av,Washington,DC,
149956,2324 massachusetts ave nw,Washington,DC,
141310,3883 connecticut av,Washington,DC,
170834,3606 new hampshire ave nw,Washington,DC,
243737,1107 savannah st se,Washington,DC,
88011,se,Washington,DC,
184164,623 longfellow st nw,Washington,DC,
138112,3883 connecticut av,Washington,DC,
58105,nw,Washington,DC,
111688,38th st nw,Washington,DC,
29878,0400 8th st nw,Washington,DC,
1331,922 24th st nw  unit: 114,Washington,DC,
92589,27th st nw,Washington,DC,
250026,h st nw,Washington,DC,
101883,4505 river rd nw,Washington,DC,
148000,4214 lenore ln nw,Washington,DC,
110452,5315 connecticut av nw unit: p2,Washington,DC,
170502,718 morton st nw,Washington,DC,
161832,1425 crittenden st nw,Washington,DC,
64906,1405 1st st nw,Washington,DC,
207150,30th st ne,Washington,DC,
19844,h st nw,Washington,DC,
185505,423 delafield pl nw,Washington,DC,
66500,h st nw,Washington,DC,
159284,1458 columbia rd nw  unit: 310,Washington,DC,
36698,h st nw,Washington,DC,
106495,4109 jenifer st nw,Washington,DC,
228192,4550 texas ave se,Washington,DC,
142964,3883 connecticut av,Washington,DC,
50742,0555 massachusetts av,Washington,DC,
205169,ne,Washington,DC,
170114,georgia ave nw,Washington,DC,
126663,3883 connecticut av,Washington,DC,
46365,0555 massachusetts av,Washington,DC,
172337,georgia ave nw,Washington,DC,
146177,3883 connecticut av,Washington,DC,
32242,0400 8th st nw,Washington,DC,
27826,915 e st nw  unit: 811,Washington,DC,
19833,h st nw,Washington,DC,
79861,616 11th st ne,Washington,DC,
86607,16th st ne,Washington,DC,
184199,5513 7th st nw,Washington,DC,
247627,4560 3rd st se,Washington,DC,
125823,3883 connecticut av,Washington,DC,
203162,2011 kearny st ne,Washington,DC,
119116,2829 connecticut ave nw  unit: 603,Washington,DC,
172798,0941 - 0945 randolph st nw,Washington,DC,
169223,722 harvard st nw,Washington,DC,
246966,4047 1st st sw,Washington,DC,
248139,ne,Washington,DC,
134841,3883 connecticut av,Washington,DC,
102542,4200 massachusetts ave nw  unit: 506,Washington,DC,
205304,eastern av ne,Washington,DC,
70438,1025 1st st se  unit: 309,Washington,DC,
241248,se,Washington,DC,
134975,3883 connecticut av,Washington,DC,
28807,0400 8th st nw,Washington,DC,
125633,3883 connecticut av,Washington,DC,
182817,717 oglethorpe st nw,Washington,DC,
183553,7002 5th st nw,Washington,DC,
126160,3883 connecticut av,Washington,DC,
142614,3883 connecticut av,Washington,DC,
62604,3rd st sw,Washington,DC,
112386,nw,Washington,DC,
125475,3883 connecticut av,Washington,DC,
145252,3883 connecticut av,Washington,DC,
208848,408 oklahoma ave ne,Washington,DC,
94764,s st nw,Washington,DC,
122483,3883 connecticut av,Washington,DC,
137242,3883 connecticut av,Washington,DC,
137214,3883 connecticut av,Washington,DC,
18433,1245 13th st nw  unit: 102,Washington,DC,
36325,s st nw,Washington,DC,
140188,3883 connecticut av,Washington,DC,
54775,0555 massachusetts av,Washington,DC,
149944,1836 24th st nw,Washington,DC,
89755,3245 k st nw unit: s219,Washington,DC,
143402,3883 connecticut av,Washington,DC,
136009,3883 connecticut av,Washington,DC,
61058,811 4th st nw  unit: 813,Washington,DC,
147404,3883 connecticut av,Washington,DC,
3340,1426 21st st nw,Washington,DC,
22122,935 m st nw  unit: 3,Washington,DC,
242822,3651 - 3677 22nd st se,Washington,DC,
166671,park rd nw,Washington,DC,
187662,6443 2nd pl nw,Washington,DC,
169732,georgia ave nw,Washington,DC,
245974,valley ave se,Washington,DC,
227672,4546 alabama ave se,Washington,DC,
43729,0555 massachusetts av,Washington,DC,
91762,1338 wisconsin ave nw,Washington,DC,
206699,douglas st ne,Washington,DC,
99784,5317 macarthur blvd nw,Washington,DC,
26099,h st nw,Washington,DC,
68279,h st nw,Washington,DC,
69714,h st nw,Washington,DC,
36772,h st nw,Washington,DC,
42109,0555 massachusetts av,Washington,DC,
7329,1752 corcoran st nw  unit: 3b,Washington,DC,
143973,3883 connecticut av,Washington,DC,
150932,2010 kalorama rd nw,Washington,DC,
9867,1750 16th st nw  unit: 1,Washington,DC,
225839,4702 bass pl se,Washington,DC,
116095,newark st,Washington,DC,
235341,2031 36th st se,Washington,DC,
187474,5611 2nd pl nw,Washington,DC,
94230,29th st nw,Washington,DC,
235085,se,Washington,DC,
153860,1644 beekman pl nw  unit: d,Washington,DC,
140827,3883 connecticut av,Washington,DC,
55682,0555 massachusetts av,Washington,DC,
129115,3883 connecticut av,Washington,DC,
52366,0555 massachusetts av,Washington,DC,
86811,se,Washington,DC,
42051,0555 massachusetts av,Washington,DC,
184383,0513  jefferson st nw p-2,Washington,DC,
57356,0555 massachusetts av,Washington,DC,
225363,4919 a st se,Washington,DC,
128985,3883 connecticut av,Washington,DC,
121837,3883 connecticut av,Washington,DC,
117255,nw,Washington,DC,
136036,3883 connecticut av,Washington,DC,
80957,1105 south carolina ave se,Washington,DC,
105933,4101 albemarle st nw  unit: 329,Washington,DC,
251894,h st nw,Washington,DC,
18196,1410 12th st nw  unit: 1,Washington,DC,
88010,se,Washington,DC,
71506,m st se,Washington,DC,
206816,30th st ne,Washington,DC,
130780,3883 connecticut av,Washington,DC,
175399,6660 georgia ave nw,Washington,DC,
100717,3729 fordham rd nw,Washington,DC,
187840,nw,Washington,DC,
45397,0555 massachusetts av,Washington,DC,
210223,3356 blaine st ne,Washington,DC,
120355,3883 connecticut av,Washington,DC,
198650,1302 gallaudet st ne  unit: 202,Washington,DC,
72147,234 f st ne,Washington,DC,
109707,5410 connecticut ave nw  unit: 716,Washington,DC,
6049,1808 corcoran st nw,Washington,DC,
151292,2032 belmont rd nw  unit: 302,Washington,DC,
88898,se,Washington,DC,
244478,4th st se,Washington,DC,
52862,0555 massachusetts av,Washington,DC,
252070,1828 ontario pl nw,Washington,DC,
55260,0555 massachusetts av,Washington,DC,
40533,0555 massachusetts av,Washington,DC,
